చెపుతారా	O
మాకేమన్నా	O
,	O
సీక్రెట్	O
ఆ	B-filler_R
?	O
	
అది	O
డిపెండ్స్	O
ఆన్	O
ద	O
బాడీ	O
టెంపరేచర్	O
,	O
ఇట్	O
డిపెండ్స్	O
ఆన్	O
ద	O
ఈచ్	O
అండ్	O
ఎవ్రీ	O
బాడీస్	O
డిఫరెంట్	B-repeat_R
డిఫరెంట్	O
గా	O
ఉంటుంది	O
కదా	O
!	O
	
సో	O
ఒక్కొక్కళకి	O
ఒక్కొక్కటి	O
ఉంటుంది	O
.	O
	
బట్	O
నేను	O
ఒకటే	O
చెప్తాను	O
ఎవరికైనా	O
సరే	O
,	O
ఏదైనా	O
సరే	O
ఒక	O
వన్	O
అవర్	O
మీకోసం	O
మీకు	B-pet_R
నచ్చిన	O
విధంగా	O
వర్కౌట్	O
ఇన్	O
ద	O
సెన్స్	O
షటిల్	O
ఆడే	O
వాళ్ళు	O
ఉన్నారు	B-false_R
,	O
ఏదైనా	O
సరే	O
.	O
	
కానీ	O
నేనైతే	O
చాలా	O
షాక్	O
అండి	O
నిజంగా	O
.	O
	
ఉండాలి	B-false_R
కదా	I-false_R
.	I-false_R
	
రైట్	O
నేనైతే	O
చాలా	O
షాక్	O
అయాను	O
నిజంగా	O
,	O
అంటే	O
నా	O
గ్రాడ్యువల్	O
గా	O
తను	O
తగ్గటం	O
నాకు	O
తెలుసు	O
.	O
	
పక్కనుండే	B-repeat_R
ఎప్పుడు	O
పక్కనుండే	O
ఆయనే	O
షాక్	O
.	O
	
నేను	O
ఎందుకంటే	O
ఎర్లీ	O
మార్నింగ్	O
చేస్తాను	O
కూడా	O
చెప్తాను	O
,	O
నేను	B-repeat_R
ఎందుకంటే	O
బిఫోర్	O
సిక్స్	O
,	O
సిక్స్	B-repeat_R
ఇట్	O
సెల్ఫ్	O
ఐ	O
వాంట్	O
టు	O
కం	O
బాక్	O
,	O
ఐ	O
వాంట్	O
టు	O
వేక్	O
అప్	O
మై	O
కిడ్	O
,	O
బ్రేక్ఫాస్ట్	O
అవన్నీ	O
రెడీ	O
చేయాలి	O
.	O
	
వెరీ	B-repeat_R
నైస్	I-repeat_R
వెరీ	O
నైస్	O
.	O
	
ఆ	O
చీకటి	O
చీకటిగా	O
నాకు	O
చేయటం	O
ఆ	B-filler_R
తెల్ల	B-repeat_R
తెల్ల	O
తెల్లవారుతుండగా	O
చూడటం	O
చిన్న	O
పాటలు	O
వింటు	O
.	O
	
ఇది	O
మా	O
ఇంకో	O
లాస్య	O
అవబోతుందా	O
.	O
	
అది	O
నాకు	O
తెలీదండి	O
,	O
నేను	O
ఎవరికైనా	O
భయపడతానా	O
అని	O
మీరు	O
అడిగితే	O
,	O
నా	O
కూతురికే	O
.	O
	
హహ.	B-filler_R
..	I-filler_R
ఓకే	O
ఇట్స్	O
అప్	O
టు	O
హర్	O
.	O
	
ఎందుకంటే	O
మీరు	O
అంటే	B-filler_R
ఆ	O
ఏజ్	O
కంటే	O
చిన్నప్పటి	O
నుంచి	O
వచ్చారు	O
కదా	O
!	O
	
అనిపించిందా	O
ఎపుడు	O
?	O
	
లేదు	O
అలా	O
అనిపించలేదు	O
బట్	O
కామెంట్స్	O
లో	O
నాకు	O
ఐ	O
యమ్	O
గెట్టింగ్	O
కామెంట్స్	O
దట్	O
వై	O
డోంట్	O
యు	O
ఇంట్రడ్యూస్	O
యువర్	O
కిడ్	O
అనేసి	O
.	O
	
యస్	O
ఎ	O
చైల్డ్	O
ఆర్టిస్ట్	O
.	O
	
మీరు	O
ఏంటి	O
ఇప్పుడు	O
డబ్బింగ్	O
కూడా	O
చెప్పారు	O
ఈ	O
మధ్యకాలం	O
లో	O
.	O
	
ఆ	B-filler_R
మధ్యంకాలం	O
లో	O
కాదు	O
,	O
కంటిన్యూయస్	O
గా	O
ఆఫ్టర్	O
.	O
	
చెప్తూనే	O
ఉన్నరు	O
.	O
	
ఆ.	O
..	O
చెప్తూనే	O
ఉన్నాను	O
.	O
	
ఆర్	O
యు	O
ఎంజాయింగ్	O
దట్	O
.	O
	
యా	O
!	O
ఐ	O
యమ్	O
ఎ	O
గుడ్	O
డబ్బింగ్	O
ఆర్టిస్ట్	O
.	O
	
సో	O
ఫీచర్	O
ఫిలిమ్స్	O
సినిమాల్లో	O
వస్తున్న	O
మీరు	O
,	O
ఇప్పుడు	O
సినిమాకి	O
పారలెల్	O
గా	O
ఏదైనా	O
పెరుగుతోంది	O
అంటే	O
,	O
ఓటిటి	O
.	O
అవును	O
.	O
	
రైట్	O
!	O
సో	O
వెబ్	O
అంటున్నారు	O
ప్రతి	O
ఒక్కరు	O
.	O
	
వెబ్	O
సిరీస్	O
.	O
	
బాలీవుడ్	O
నుంచి	O
ఇక్కడ	O
వరకు	O
కూడా	O
,	O
సో	O
ఆ	B-filler_R
అవకాశాలు	O
ఏమైనా	O
ఉన్నయా	O
రాశి	O
చేసేవి	O
?	O
	
ఐ	O
యమ్	O
డూయింగ్	O
ఇట్	O
.	O
	
ఐ	B-pet_R
మీన్	I-pet_R
,	O
ఐ	O
యమ్	O
యాక్సెప్టెడ్	O
.	O
ఓ	O
!	O
	
నైస్	O
.	O
చేస్తున్నాను	O
,	O
ఈవెన్	O
నివాస్	O
మన	O
శ్రీనివాస్	O
గారు	O
కూడా	O
చేస్తున్నారు	O
.	O
	
నేను	B-pet_R
ఒకటి	O
నాది	O
ఆల్రెడీ	O
జరుగుతుంది	O
.	O
	
డైరెక్ట్	O
చేస్తున్నారా	O
?	O
	
య	O
డైరెక్ట్	O
చేస్తున్నారు	O
.	O
	
మీరు	O
యాక్ట్	O
చేస్తున్నారా	O
?	O
	
య	B-filler_R
.	I-filler_R
	
సో	O
ఏంటంటే	O
,	O
సినిమాలో	O
రెగ్యులర్	O
గా	O
చూడని	O
కారెక్టర్	O
ఆ	O
?	O
	
లేకపోతే	O
ఏంటంటే	B-pet_R
ఇప్పుడు	O
అందరికి	O
హైరైస్	O
అవ్వుద్ది	O
.	O
	
వెబ్	O
అనగానే	O
ఒక	O
రకమైన	O
ఇంప్రెషణ్	O
వచ్చింది	O
ఆల్రెడీ	O
.	O
	
అవును	B-Alteration
.	O
	
రైట్	O
,	O
ఎలాంటి	O
క్యారెక్టర్స్	O
వస్తున్నాయి	O
?	O
	
రాశి	O
ఇంతకుముందు	O
చేసిన	O
ఆవిడ	O
,	O
ఏదైతే	O
ఉందో	O
,	O
ఆ	O
స్టేచర్	O
ఏది	O
అయితే	O
ఉందో	O
.	O
	
ఆ	O
స్టేచర్	O
కి	O
ఏమాత్రం	O
తగ్గకుండా	O
ఉండాలని	O
చూసిగా	B-pet_R
వెళ్ళడం	O
అనేది	B-false_R
నేను	I-false_R
.	O
	
వెబ్	O
సిరీస్	O
నేను	O
యాక్సెప్ట్	O
చేశాను	O
అంటే	O
అది	O
కూడా	O
ఇట్స్	O
గుడ్	O
.	O
	
మెటీరియస్	O
గా	O
వెళ్తారు	O
?	O
	
అవును	O
.	O
రైట్	O
సర్	O
,	O
సో	O
!	O
	
య	B-pet_R
!	O
	
అందమైన	O
రాశి	O
తో	O
పాటు	O
,	O
మిస్	O
అయింది	O
అన్నారు	O
కదా	O
ఒక	O
ధనరాశి	O
,	O
అది	O
కూడా	O
నీకు	O
బాగా	O
రావాలని	O
,	O
హహహ	B-Alteration
,	O
రైట్	O
,	O
మనస్ఫూర్తిగా	O
సాక్షి	O
కోరుకుంటుంది	O
.	O
	
య	O
!	O
సో	O
విష్	O
యు	O
అల్	O
ద	O
వెరీ	O
బెస్ట్	O
.	O
	
థాంక్యూ	O
.	O
అండ్	O
మీక	B-pet_R
సెకండ్	O
ఎంట్రీ	O
అనొచ్చో	O
,	O
లేదో	O
.	O
	
ఎందుకంటే	O
,	O
అనకూడదు	O
ఎందుకంటే	B-repeat_R
మధ్యలో	O
,	O
షి	O
ఈస్	O
ఆల్రెడీ	O
దేర్	O
,	O
డెబ్యూట్	O
పరంగానో	O
,	O
లేకపోతే	O
,	O
ఇంకో	O
పరంగానో	O
దేర్	O
.	O
	
ఫ్రీక్వెంట్	O
గా	O
జరుగుతుంది	O
కదా	O
?	O
	
జరుగుతూనే	B-Alteration
ఉంది	I-Alteration
.	O
	
ఇది	O
కంటిన్యూ	O
అవ్వాలని	O
కోరుకుందాం	O
కోరుకుందాం	B-false_R
.	O
	
సో	O
ఈ	O
కంటిన్యుటీ	O
లో	O
మేము	O
ప్రేక్షకులు	O
,	O
మేము	B-repeat_R
ఏ	O
విధంగా	O
చూడాలనుకుంటున్నామో	O
,	O
ఆ	O
విధంగా	O
మీరు	O
కనపడాలి	O
అని	O
కోరుకుంటున్నాము	O
.	O
	
తప్పకుండా	O
థాంక్యూ	O
సో	O
మచ్	O
ఫర్	O
బీయింగ్	O
విత్	O
అస్	O
.	O
	
థాంక్యూ	O
.	O
థాంక్యూ	O
ఫర్	O
వాచింగ్	O
,	O
రాశి	O
అండ్	O
ఫ్యామిలీ	O
,	O
హోప్	O
యు	O
ఆల్	O
ఎంజాయ్డ్	O
.	O
	
చూస్తూనే	O
ఉండండి	O
సాక్షి	O
.	O
	
దాంట్లో	O
ధనరాశి	O
అని	O
కూడా	O
అంటుంటారు	O
,	O
విచ్	O
ఇస్	O
వెరీ	O
ఇంపార్టెంట్	O
ఎవరికైనా	O
కూడా	O
స్టార్స్	B-repair_R
అఫ్	I-repair_R
కోర్స్	I-repair_R
మాకు	O
కొన్ని	O
నోషన్స్	O
ఉంటాయి	O
,	O
మాకు	O
ఇన్	O
ద	O
సెన్స్	O
వ్యూయర్స్	O
పర్స్పెక్టివ్	O
.	O
	
ఐ	B-repeat_R
నో	I-repeat_R
,	I-repeat_R
ఐ	O
నో	O
.	O
	
సినిమా	O
వాళ్ళు	O
,	O
యు	B-pet_R
నో	I-pet_R
,	I-pet_R
దే	O
మేక్	O
గుడ్	O
వెల్త్	O
,	O
రైట్	O
?	O
	
ఆ	O
పరంగా	O
చూస్తే	O
రాశి	O
సంపాదించుకున్నదా	O
కోట్లు	O
?	O
	
సంపాదన	O
అనేది	O
ఎవరైనా	O
చేయొచ్చు	O
,	O
నాకు	O
మా	O
ఆయన	O
ఉన్నారు	O
,	O
సో	B-pet_R
హిస్	O
ద	O
డైరెక్టర్	O
,	O
అండ్	O
ఆల్స్లో	O
హిస్	O
గుడ్	O
లిరికిస్ట్	O
,	O
ఎవ్రీథింగ్	O
హి	O
డు	O
.	O
	
ఐ	B-false_R
మీన్	I-false_R
స్టోరీస్	O
,	O
అన్ని	O
కూడా	O
తన	O
ఓన్	O
గా	O
చేసుకుంటారు	O
.	O
	
సో	B-pet_R
వెన్	O
హి	O
ఈస్	O
దేర్	O
,	O
ఏం	B-repair_R
పోగొట్టుకో	I-repair_R
,	I-repair_R
ఏం	O
పోగొట్టుకోలేదు	O
మా	O
ఆయన	O
ఉన్నాడు	O
గా	O
,	O
నేను	O
మానేసైనా	O
హహ...	B-filler_R
....	I-filler_R
మళ్ళీ	O
మళ్ళీ	O
అక్కడికే	O
రావడం	O
నా	O
ఉద్దేశం	O
కాదు	O
గాని	O
,	O
నిజంగా	O
అంటే	O
ఇంత	O
జర్నీ	O
చూస్తున్న	O
వాళ్ళు	O
అంత	O
పాపులారిటీ	O
,	O
ఓకే	O
ఇప్పుడు	B-repeat_R
,	I-repeat_R
ఇప్పుడు	O
ఉన్న	O
లైఫ్	O
చూసుకుంటే	O
ఎస్	O
యాస్	O
ఎ	O
ఫ్యామిలీ	O
వైస్	O
యువర్	O
కంటెంట్	O
,	O
వి	O
కెన్	O
సీ	O
దట్	O
హ్యాపీనెస్	O
.	O
	
ఎందుకంటే	O
అబద్ధం	O
చెప్పిన	O
మాకు	O
