hello	O
hello	O
சையத்	O
நல்ல	O
இருக்கீங்களா	O
நல்லாருக்கேன்	O
நல்லாருக்கேன்	O
நீங்க	O
எப்படி	O
இருக்கீங்க	O
நல்லாருக்கேன்	O
எப்படி	O
போகுது	O
work	O
எல்லாம்	O
ஹம்	B-filler_R
நல்லா	O
போயிட்டு	O
இருக்கு	O
வீட்ல	O
அம்மா	O
அப்பா	O
எல்லாம்	O
எப்படி	O
இருக்காங்க	O
நல்லா	O
இருக்காங்க	O
உங்க	O
அம்மா	O
அப்பா	O
எல்லாம்	O
நல்லாருக்காங்களா	O
super	O
super	O
super	O
என்ன	O
திடீர்ன்னு	O
call	O
லாம்	O
ரொம்ப	O
நாளாச்சு	O
பேசி	O
நீங்களும்	O
call	O
பண்ணல	O
so	O
அதான்	O
call	O
பண்ணி	O
பேசுவோம்	O
எப்படி	O
இருக்கீங்க	O
என்ன	O
பண்றீங்க	O
கேட்கலாம்	O
சொல்லி	O
call	O
பண்ணேன்	O
எனக்கு	O
நீங்க	O
பேசுறதெல்லாம்	O
ஆச்சரியமா	O
இருக்கு	O
ஏன்	O
இல்ல	O
திடீர்னு	O
ஒரு	O
ஆள்	O
காணாம	O
போயிட்டாங்க	O
திடீர்னு	O
ஒரு	O
ஆள்	O
வந்து	B-pet_R
திரும்பி	O
வர்றாங்க	O
அது	O
life	O
ல	O
எல்லாத்துக்கும்	O
இருக்கிறதுதானே	O
as	O
a	O
friend	O
ஆ	O
வந்து	B-pet_R
உங்கள்ட்ட	O
சரி	O
பேசுவோமேன்னுட்டு	O
call	O
பண்ணேன்	O
வேற	O
எதுவும்	O
இல்ல	O
okay	O
okay	O
okay	O
okay	O
அந்த	O
அளவுக்கு	O
work	O
ல	O
அவ்வளவு	O
busy	O
ஆ	O
இருந்திருக்கீங்க	O
ஆமா	O
ஒரே	O
work	O
tension	O
கொஞ்சம்	O
அதனாலதான்	O
இப்பயுமே	O
உங்கள்ட்ட	O
work	O
அ	O
பத்திதான்	O
பேசுவோம்	O
just	O
அப்படியே	O
entertainment	O
ஆ	O
கொண்டு	O
போகலாம்	O
அப்படின்னு	O
சொல்லிட்டு	O
தான்	O
call	O
பண்ணேன்	O
அப்ப	O
அப்ப	O
திருப்பி	O
கேக்க	O
call	O
பண்ணல	O
இல்ல	O
இல்ல	O
உங்களைப்	O
பத்தி	O
கேட்கறதுக்குத்தான்	O
first	O
உ	O
அந்த	O
விஷயம்	O
ஞாபகம்	O
இருக்கவும்	O
சரி	O
சையத்	O
கிட்ட	O
கேட்டா	O
ஏதாவது	O
ஒண்ணு	O
correct	O
ஆ	O
பண்ணிக்	O
கொடுப்பாங்க	O
அப்	B-repair_R
~	O
அப்படின்றனால	O
call	O
பண்ணேன்	O
two	O
in	O
one	O
process	O
அப்படி	O
கூட	O
வச்சுக்கலாமே	O
okay	O
okay	O
okay	O
என்ன	O
business	O
இல்ல	O
ஏதாவது	O
ஒரு	O
business	O
start	O
பண்ணணும்	O
அப்படின்னு	O
சொல்லிட்டு	O
யோசிச்சு	O
idea	O
பண்ணேன்	O
அப்பதான்	O
வந்து	B-pet_R
தோணுச்சு	O
சரி	O
உங்கள்ட்ட	O
ஏதாவது	O
different	O
ஆன	O
ideas	O
இருக்கும்	O
அந்த	O
collections	O
லாம்	O
வாங்கிட்டா	O
நம்மளும்	O
ஒரு	O
அதுல	O
இருந்து	O
best	O
ஆ	O
choose	O
பண்ணலாம்	O
அப்படின்னு	O
சொல்லிட்டு	O
okay	O
நீ	O
travel	O
person	O
ஜாலியா	O
இருக்க	O
ஆளு	O
உனக்கு	O
business	O
சொல்லணும்னா	O
வேணா	O
யூடுயூப்	O
open	O
பண்ணிக்கிறியா	O
அஹ்	O
best	O
அதுகூட	O
யூடுயூப்ல	O
எப்படி	O
videos	O
போடறது	O
என்ன	O
பண்றது	O
அதெல்லாம்	O
எனக்கு	O
fulfill	O
ஆ	O
தெரியாது	O
நீங்க	O
வேணா	O
அதை	O
பத்தி	O
எனக்கு	O
சொல்றீங்களா	O
ஹம்	O
ஹம்	O
ஹம்	O
அது	O
ரொம்பவே	O
easy	O
தான்	O
அப்படியா	O
சரி	O
okay	O
எப்போதுமே	O
ஒரு	O
business	O
open	O
something	O
எதா	O
இருந்தாலும்	O
உனக்குத்	O
தெரியாதது	O
இல்ல	O
ஒரு	O
தடவ	O
சொல்றேன்	O
இல்ல	O
இல்ல	O
இருந்தாலும்	O
நீங்க	O
சொல்லுங்க	O
நான்	O
கேட்டுப்பேன்	O
okay	O
okay	O
okay	O
okay	O
யூடுயூப்ங்கிறது	O
அதாவது	O
ஒரு	O
என்ன	O
சொல்றது	O
ஒரு	O
சின்ன	O
ஒரு	O
platform	O
மாதிரிதான்	O
அது	O
ஆஹ்	O
கண்டிப்பா	O
அதுல	O
நீ	O
உன்னுடைய	O
entertainment	O
ன்னு	O
நீ	O
use	O
பண்ணிக்கலாம்	O
இல்ல	O
அதுல	O
இருந்	O
~	O
எவ்வளோ	O
நீ	O
growth	O
பண்ணணும்னு	O
நினைக்கிறாயோ	O
அந்த	O
இதுவும்	O
பண்ணிக்கலாம்	O
okay	O
okay	O
ஆனா	O
இப்போவும்	O
இப்போ	O
இருக்க	O
எல்லா	O
யூடுயூப்ர்ஸும்	O
பண்றது	O
அவுங்க	O
entertainment	O
அ	O
தான்	O
வச்சு	O
money	O
earn	O
பண்றாங்க	O
ஆமா	O
யூடுயூப்ல	O
இருந்து	O
மணி	O
earn	O
பண்ண	O
கத்துக்கிட்டாங்க	O
உனக்கு	O
உன்	O
channel	O
அ	O
development	O
பண்ணணுமா	O
இல்லே	O
காசு	O
