Hello	O
Hello	O
হ্যাঁ	O
বলছি	O
.	O
	
কেমন	O
আছিস	O
?	O
	
আমি	O
ভালো	O
আছি	O
তুই	O
কেমন	O
আছিস	O
?	O
	
এই	O
তো	O
চলে	O
যাচ্ছে	O
.	O
	
আর	O
আমি	O
তোকে	O
এই	O
Recent	O
দেখলাম	O
একটা	O
Facebook	O
এ	O
তুই	O
Post	O
করেছিস	O
তোকে	O
এত	O
রোগা	O
লাগছে	O
.	O
	
তোর	O
Weight	O
তো	O
অনেক	O
ছিল	O
Weight	O
loss	O
করলি	O
কি	O
করে	O
?	O
	
এত	O
তাড়াতাড়ি	O
আরে	O
ডাক্তার	O
দেখিয়ে	O
ছিলাম	O
তো	O
ডাক্তার	O
মানে	B-pet_R
প্রচন্ড	O
আমার	O
একটা	O
Time	O
এরপর	O
খুব	O
কষ্ট	O
হচ্ছিলো	O
মানে	B-pet_R
পায়ে	O
ব্যথা	O
বা	O
কোমরে	O
ব্যথা	O
বা	O
কোথাও	O
মানে	B-pet_R
বেশিক্ষণ	O
হাঁটলে	O
তখন	O
নিঃশ্বাসে	O
Problem	O
হচ্ছিল	O
এরকম	O
মানে	B-pet_R
তারপরে	O
সিঁড়ি	O
থেকে	O
মানে	B-pet_R
উঠতে	O
পারতাম	O
না	O
.	O
	
খুব	O
নিঃশ্বাসের	O
Problem	O
হচ্ছিল	O
.	O
	
এর	O
জন্য	O
Weight	O
loss	O
টা	O
করার	O
খুব	O
দরকার	O
ছিল	O
.	O
	
তো	O
ডাক্তার	O
আমাকে	O
মানে	B-pet_R
Weight	B-false_R
loss	I-false_R
করার	I-false_R
জন্যে	I-false_R
মানে	B-edit_R
কিভাবে	I-edit_R
Weight	I-edit_R
loss	I-edit_R
করতে	I-edit_R
হবে	I-edit_R
সেই	O
Exercise	O
তারপর	O
অনেক	O
খাবারের	O
নিয়ম	O
বলে	O
দিয়েছিল	O
যেগুলো	O
আমাকে	O
মেনে	O
চলতে	O
হয়েছে	O
।	O
	
আচ্ছা	O
বুঝলাম	O
তো	O
তুই	O
সেগুলো	O
একটু	O
Tips	O
দে	O
কিভাবে	O
কি	O
করলি	O
?	O
	
হ্যাঁ	O
তো	O
Tips	O
মানে	B-pet_R
কি	O
বলতো	O
সকালবেলা	O
Normally	O
Excercise	O
এক	O
থেকে	O
দেড়	O
ঘন্টা	O
মতো	O
Exercise	O
করেছি	O
.	O
	
Normally	O
মানে	B-pet_R
আ	B-filler_R
পা	O
এর	O
Side	O
টা	O
বা	O
হাত	O
এরকম	O
Weight	O
গুলো	O
যেখানে	O
বেশি	O
পরিমাণে	O
বাড়ে	O
তো	O
সেই	O
জায়গা	O
গুলো	O
কমানোর	O
জন্যে	O
যেই	O
exercise	O
গুলো	O
আছে	O
সেগুলো	O
exercise	O
বলে	O
দিয়েছিল	O
সেগুলো	O
আমি	B-false_R
তোকে	I-false_R
পরে	I-false_R
তুই	B-Alteration
যদি	I-Alteration
সামনে	I-Alteration
থাকিস	I-Alteration
তো	I-Alteration
তোকে	I-Alteration
দেখিয়ে	O
দিতে	O
পারব	O
আর	O
খাবার	O
দাবার	O
বলেছিল	O
যে	O
বাইরের	O
কোন	O
খাবার	O
খাওয়া	O
যাবে	O
না	O
মানে	B-pet_R
ওগুলোকে	O
Avoid	O
করতে	O
আর	O
ময়দা	O
এরকম	O
মানে	B-pet_R
খাবার	O
গুলো	O
একদম	O
বাদই	O
দিয়ে	O
দিতে	O
.	O
	
তেমনি	O
সকালে	O
Oats	O
খেয়েছিলাম	O
Fruit	O
খেয়েছিলাম	O
তারপর	O
সকালে	O
লেবু	O
জল	O
আর	O
গরম	O
জল	O
দিয়ে	O
মধু	O
দিয়ে	O
খেতাম	O
.	O
	
এরকম	O
Something	O
খেয়েছিলাম	O
ভাত	O
খেয়েছিলাম	O
.	O
	
Doctor	O
এটাই	O
বলেছিল	O
যে	O
কম	O
খেতে	O
.	O
	
কিন্তু	O
কিছুক্ষণ	O
পর	O
পর	O
খেতে	O
যেন	O
খালি	O
পেট	O
থাকলে	O
আরো	O
মানে	B-pet_R
খাবারের	O
চাহিদাটা	O
বেড়ে	O
যায়	O
তখন	O
আ	B-filler_R
শরীর	O
চায়	O
যে	O
যা	O
খাচ্ছিস	O
সেটাকেই	O
আমি	O
সব	O
Fat	O
হিসেবে	O
বেড়ে	O
যাবে	O
।	O
	
এই	O
জন্যে	O
Doctor	O
বলেছিল	O
অল্প	O
অল্প	O
করে	O
বারবার	O
খেতে	O
না	O
হলে	O
আমরা	O
অনেক্ষন	O
পর	O
পর	O
যদি	O
আমরা	O
ভাবি	O
যে	O
অনেক্ষন	O
পর	O
পর	O
খাবো	O
তাতে	O
আমার	O
Weight	O
loss	O
হবে	O
.	O
	
কি	O
ডাক্তার	O
বলছে	O
ওটা	O
ভুল	O
কথা	O
।	O
	
কারণ	O
আমরা	O
যত	O
দেরি	O
করে	O
খাবো	O
শরীর	O
চাই	O
যেইটুকু	O
খাচ্ছি	O
সেইটুকুই	O
আমি	O
Protein	O
বানিয়ে	O
নেবো	O
।	O
	
এই	O
জন্য	O
Doctor	O
আমাকে	O
মানে	B-pet_R
প্রত্যেকটা	O
এক	O
ঘন্টা	O
দু	O
ঘন্টা	O
পর	O
পর	O
খাওয়ার	O
জন্যে	O
বলেছিলো	O
।	O
	
তার	O
জন্যে	O
মানে	B-pet_R
সবসময়	O
একটু	O
ফল	O
খেতাম	O
.	O
	
Biscuit	O
এগুলো	O
খেতাম	O
আর	O
ভাতের	O
Quantity	O
টা	O
খুবই	O
কমিয়ে	O
দিয়েছিল	O
একবার	O
ভাত	O
খেতাম	O
