ঐটা	O
হয়েই	O
যাবে	O
হুম	B-filler_R
যখন	O
কাজ	O
থাকে	O
তাহলে	O
তো	O
চাপ	O
থাকেই	O
অ	B-filler_R
।	O

হ্যাঁ	O

আর	O
তার	O
সঙ্গে	O
ভোরবেলা	O
থেকে	O
তো	O
বাচ্চারাও	O
থাকে	O
না	O
computer	O
চালানোর	O
জন্য	O
camp	O
পড়ে	O
আসে	O
school	O
এর	O
পরে	O
।	O

ঐটাতে	O
আমি	O
নিজেই	O
question	O
paper	O
solve	O
করি	O
,	O
সবকিছু	O
করি	O
চাকরির	O
জন্য	O
,	O
ভালো	O
চাকরির	O
জন্য	O
দেখি	O
।	O

আচ্ছা	O
।	O

হ্যাঁ	O

i	B-false_R
'	I-false_R
m	I-false_R
perfect	I-false_R
ওইসব	O
তৈরী	O
করতে	O
গিয়ে	O
যেমনি	O
ধরে	O
নাও	O
এখন	O
teacher	O
এর	O
job	O
এর	O
তৈরী	O
হ	O
~	O
বা	O
~	O
রো	O
হয়েছে	O
,	O
kb	O
এর	O
তারপরে	O
র	O
তৈরী	O
হচ্ছে	O
।	O

তাহলে	O
ঐটাও	O
form	O
fillup	O
করেছি	O
,	O
syllabus	O
গুলো	O
দেখছি	O
,	O
বই	O
আনিয়েছি	O
।	O

হ্যাঁ	O

ওটাও	O
পড়ছি	O
ঠিকাছে	B-pet_R
কি	O
হ্যাঁ	O
একটা	O
চাকরি	O
পেয়ে	O
গেলে	O
,	O
একটা	O
সরকারি	O
ঠিকাছে	B-pet_R
ঠিকাছে	B-pet_R
চাকরি	O
পেয়ে	O
গেলে	O
।	O

কিন্তু	O
এতো	O
চাপ	O
,	O
এত্তো	O
আরে	B-filler_R
বাড়াবাড়ি	O
আছে	O
না	O
টাকার	O
আরে	B-filler_R
,	O
কি	O
কথ	O
~	O
থেকে	O
অনেক	O
অসুবিধে	O
হচ্ছে	O
গো	O
ও	B-filler_R
।	O

,	O
হ্যাঁ	O
আমি	O
তো	O
এই	O
এইবারে	O
cgl	O
form	O
ভরেছিলাম	O
।	O

এইযে	O
এখন	O
dece	B-repair_R
টিচ	B-edit_R
december	B-Alteration
মাসে	O
exam	O
চলছিলো	O
না	O
cgl	O
এর	O
।	O

অনেক	O
অসুবিধে	O
হচ্ছে	O
হ্যাঁ	O
,	O
অনেক	O
।	O

হ্যাঁ	O

form	O
হ্যাঁ	O
form	O
ভরেছিলাম	O
,	O
কিন্তু	O
কি	O
হয়েছে	O
সেদিনই	O
আমার	O
মাসির	O
মেয়ের	O
বিয়ে	O
বোনের	O
।	O

এবার	O
তাই	O
যেতে	O
উঃ	B-filler_R
পারি	O
নি	O
।	O

আচ্ছা	O
।	O

আচ্ছা	B-false_R
তো	I-false_R
আমার	I-false_R
কি	I-false_R
documents	I-false_R
sorry	B-edit_R
কেমন	I-edit_R
তাই	O
জন্য	O
ওটা	O
আবার	O
হলো	O
না	O
,	O
না	O
লে	O
ওটা	O
হলে	O
আবার	O
দেখা	O
~	O
এটাই	O
first	O
exam	O
দিতাম	O
আমি	O
preparation	O
সেরকম	O
কিছু	O
ছিলো	O
না	O
,	O
কিন্তু	O
তাও	O
একটা	O
হয়	O
না	O
exam	O
এ	O
বসতাম	O
।	O

আচ্ছা	O
।	O

এ	O
~	O
কিভাবে	O
paper	O
টা	O
আসে	O
সেগুলো	O
দেখতাম	O
।	O

ওইসব	B-false_R
গরীব	I-false_R
বালকদের	I-false_R
সঙ্গে	I-false_R
নিজে	I-false_R
কিন্তু	O
সেই	O
কি	O
আর	O
বিয়েটা	O
সেই	O
দিনই	O
যে	O
যেতে	O
পারি	O
নি	O
।	O

আবার	O
sector	O
five	O

হু	O

এটা	O
অনেক	O
দূর	O
করে	O
,	O
অ	B-filler_R
ঘরে	O
কাজ	O
-	O
ফাজ	O
ছিলো	O
,	O
সবাই	O
এসছে	O
আত্ত্বীয়রা	O
,	O
আহ	B-filler_R
আর	O
যেতে	O
~	O
যাওয়া	O
হয়	O
আঃ	B-filler_R
অ	B-filler_R
ওর	O
মধ্যে	O
?	O

হু	O
,	O
হু	O
।	O

ঐটাতো	O
আছেই	O
কিন্তু	O
আমি	O
যে	O
বলবো	O
,	O
যেহেতু	O
তুমি	O
বিয়ে	O
বাড়িতে	O
যাচ্ছো	O
সবকিছু	O
করছো	O
,	O
কিন্তু	O
পরীক্ষাটা	O
দাও	O
।	O

ঐটা	O
থেকে	O
কি	O
হবে	O
,	O
তোমার	O
একটু	O
experience	O
হবে	O
,	O
একটু	O
অনুভব	O
হবে	O
কি	O
করে	O
papers	O
solve	O
করা	O
যায়	O
,	B-repeat_R
কি	I-repeat_R
করে	I-repeat_R
,	B-Alteration
কি	I-Alteration
করে	I-Alteration
~	O
হ্যাঁ	O
তাইলে	O
কি	O

হ্যাঁ	O
অনুভবটা	O
বাড়বে	O
কেমন	B-pet_R
।	O

যখন	O
তুমি	O
দুটি	O
exam	O
দিবে	O
,	O
ঐখানে	O
কি	O
থাকবে	O
তুমি	O
জানবে	O
।	O

আর	O
এটা	O
কি	O
হ্যাঁ	O
এতো	O
time	O
আমার	O
কি	O
ওখানে	O
দিতে	O
হবে	O
,	O
এতো	O
time	O
এখানে	O
দিতে	O
হবে	O
।	O

হ্যাঁ	O
সেটাই	O
।	O

বুঝতে	O
পেরেছো	O
?	O

হ্যাঁ	O
এটাই	O
আমি	O
বলতে	O
চাই	O
ছি	O
।	O

তাই	O
জন্য	O
বলবো	O
,	O
কি	O
এরকম	O
ভাবো	B-repeat_R
ভাবো	B-Alteration
না	O
যে	O
বিয়ে	O
বাড়িতে	O
যাচ্ছি	O
।	O

হ্যাঁ	O
ও	B-filler_R
একটা	O
তৈরী	O
করে	O
নাও	O
কি	O
মানে	O
টিচ	B-filler_R
paper	O
কি	O
উঃ	B-filler_R
রকম	O
আসবে	O
যেহেতু	O
cgr	O
আছে	O
,	O
competition	O
টা	O
খুব	O
tu	O
~	O
আরে	B-filler_R
tuff	O
হয়	O
।	O

grade	B-repair_R
b	I-repair_R
is	I-repair_R
a	I-repair_R
job	I-repair_R
grade	B-Alteration
b	B-Alteration
চাকরি	B-Alteration
হয়	B-Alteration
এটা	B-Alteration
থেকে	B-Alteration
,	B-Alteration
হু	B-Alteration
ঠিক	B-Alteration
আছে	B-Alteration
।	B-Alteration

grade	O
bay	O
চাকরি	O
হয়	O

হ্যাঁ	O

মানে	O
অনেক	O
tuff	O
থাকে	O
,	O
বলতে	O
গেলে	O
।	O

তারপরে	O
টা	O
কি	O
আছে	O
,	O
তোমার	O
এই	O
exam	O
টা	O
তাও	O
তো	O
হালকা	O
হয়	O
,	O
এটা	O
যদি	O
তুমি	O
clear	O
করো	O
তাই	O
পরে	O
তোমাকে	O
আরেকটা	O
exam	O
দিতে	O
হবে	O
।	O

tier	O
two	O

হ্যাঁ	O
mense	O
,	O
হ্যাঁ	O

mense	O
টা	O
,	O
ঐটা	O
অনেক	O
ঠিকাছে	B-pet_R
tuff	O
হয়	O
